id,book_id,isbn,authors,original_publication_year,original_title,average_rating,ratings_count,image_url
2742,9160695,1594202842,Amy Chua,2011,Battle Hymn Of The Tiger Mother,3.61,34710,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2743,19351043,,Noelle Stevenson,2015,Nimona,4.2,44825,https://images.gr-assets.com/books/1412626919m/19351043.jpg
2744,1192,1400052580,Giada De Laurentiis,2005,Everyday Italian: 125 Simple And Delicious Recipes,3.97,32751,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2745,6537,425204693,Patricia Cornwell,1995,From Potter'S Field,4.02,41377,https://images.gr-assets.com/books/1309209800m/6537.jpg
2746,84736,446619035,James Patterson,2005,"Mary, Mary",3.93,36926,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2747,15055,,Jeanette Winterson,1985,Oranges Are Not The Only Fruit,3.75,35082,https://images.gr-assets.com/books/1267717580m/15055.jpg
2748,16139641,,R.K. Lilley,2013,Grounded (Up In The Air #3),4.29,53089,https://images.gr-assets.com/books/1358701028m/16139641.jpg
2749,19427193,8188575704,Ravinder Singh,2007,I Too Had A Love Story,3.64,24307,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2750,25051,64401480,"Betty MacDonald, Alexandra Boiger",1947,Mrs. Piggle-Wiggle,4.16,44068,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2751,58962,312941919,Michael Connelly,1997,Trunk Music,4.15,34702,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2752,18505796,62265423,Dan   Harris,2014,"10% Happier: How I Tamed The Voice In My Head, Reduced Stress Without Losing My Edge, And Found Self-Help That Actually Works",3.93,33969,https://images.gr-assets.com/books/1451446393m/18505796.jpg
2753,120230,1400054346,"Ina Garten, Quentin Bacon",2006,Barefoot Contessa At Home: Everyday Recipes You'Ll Make Over And Over Again,4.16,32611,https://images.gr-assets.com/books/1320557161m/120230.jpg
2754,32504,446690449,Michael Connelly,1998,Blood Work,4.11,34296,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2755,41821,1857989341,Isaac Asimov,1972,The Gods Themselves,4.08,35247,https://images.gr-assets.com/books/1351076141m/41821.jpg
2756,6393047,545060478,Peter Lerangis,2010,"The Viper'S Nest (39 Clues, #7)",3.97,37663,https://images.gr-assets.com/books/1357211053m/6393047.jpg
2757,7742,60838744,Sena Jeter Naslund,1999,"Ahab'S Wife, Or The Star-Gazer",4.02,34603,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2758,13570,345470575,"CLAMP, Anthony Gerard",2004,ツバサ-Reservoir Chronicle- 1,4.12,34661,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2759,8962,316905712,Darren Shan,2000,"Cirque Du Freak (Cirque Du Freak, #1) ",4.07,38753,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2760,297627,1563898586,"Alan Moore, Kevin O'Neill",2000,"The League Of Extraordinary Gentlemen, Vol. I",3.93,40404,https://images.gr-assets.com/books/1327894724m/297627.jpg
2761,169756,763622591,M.T. Anderson,2002,Feed,3.54,42426,https://images.gr-assets.com/books/1327891005m/169756.jpg
2762,3819326,425226921,Nalini Singh,2009,"Angels' Blood (Guild Hunter, #1)",4.12,53738,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2763,752900,486275485,"Euripides, Rex Warner",-431,Mήδεια,3.83,40237,https://images.gr-assets.com/books/1328868366m/752900.jpg
2764,6342491,1423118235,Cinda Williams Chima,2009,The Demon King,4.2,46756,https://images.gr-assets.com/books/1379482652m/6342491.jpg
2765,821056,842314296,Hannah Hurnard,1955,Hinds' Feet On High Places,4.3,33398,https://images.gr-assets.com/books/1312284337m/821056.jpg
2766,38333,037542380X,Charles Burns,1995,Black Hole,3.83,33070,https://images.gr-assets.com/books/1327895219m/38333.jpg
2767,19358975,1607069318,"Brian K. Vaughan, Fiona Staples",2014,"Saga, Volume Three",4.56,47549,https://images.gr-assets.com/books/1486028973m/19358975.jpg
2768,20263040,804178747,Lee Child,2014,Personal,3.9,19107,https://images.gr-assets.com/books/1468705564m/20263040.jpg
2769,15994634,1250028647,Therese Anne Fowler,2013,Z: A Novel Of Zelda Fitzgerald,3.82,27563,https://images.gr-assets.com/books/1396815892m/15994634.jpg
2770,4979,081297736X,Kurt Vonnegut Jr.,2005,A Man Without A Country,4.07,29859,https://images.gr-assets.com/books/1330997432m/4979.jpg
2771,17667452,,Catherine Ryan Hyde,2009,When I Found You,3.92,16032,https://images.gr-assets.com/books/1377009785m/17667452.jpg
2772,25893693,1101883073,Martha Hall Kelly,2016,Lilac Girls,4.31,42421,https://images.gr-assets.com/books/1462850258m/25893693.jpg
2773,552894,316017701,"James Patterson, Maxine Paetro",2008,7Th Heaven,4.06,38503,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2774,23664710,593073894,Lee Child,2015,Make Me,3.95,20999,https://images.gr-assets.com/books/1467905395m/23664710.jpg
2775,18428067,770436420,Anthony Marra,2013,A Constellation Of Vital Phenomena,4.13,23374,https://images.gr-assets.com/books/1408313066m/18428067.jpg
2776,13496738,,Abbi Glines,2012,While It Lasts,4.24,49620,https://images.gr-assets.com/books/1332261619m/13496738.jpg
2777,13414676,307594033,Will Schwalbe,2012,The End Of Your Life Bookclub,3.81,35412,https://images.gr-assets.com/books/1333576665m/13414676.jpg
2778,1672727,1416913184,Lauren Barnholdt,2007,Two-Way Street,3.8,42028,https://images.gr-assets.com/books/1381750633m/1672727.jpg
2779,16001443,,Raine Miller,2012,All In,4.11,48278,https://images.gr-assets.com/books/1358492101m/16001443.jpg
2780,1814843,174166134X,John Flanagan,2006,The Siege Of Macindaw,4.33,37607,https://images.gr-assets.com/books/1327445821m/1814843.jpg
2781,49221,60652381,C.S. Lewis,1961,A Grief Observed,4.26,35913,https://images.gr-assets.com/books/1412529325m/49221.jpg
2782,22416,1563894459,"Warren Ellis, Darick Robertston, Garth Ennis",1998,"Transmetropolitan, Vol. 1: Back On The Street",4.23,30790,https://images.gr-assets.com/books/1320606005m/22416.jpg
2783,13833,1416903372,Tamora Pierce,1994,"Emperor Mage (Immortals, #3)",4.3,44115,https://images.gr-assets.com/books/1166573612m/13833.jpg
2784,8099187,307590615,George W. Bush,2010,Decision Points,3.77,28943,https://images.gr-assets.com/books/1320428975m/8099187.jpg
2785,6387565,,"James Patterson, Gabrielle Charbonnet",2009,Witch & Wizard,3.57,28291,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2786,386286,64400581,"Jean Craighead George, John Schoenherr",1972,Julie Of The Wolves,3.79,46442,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2787,37743,033039780X,Judy Blume,1975,Forever . . .,3.63,42164,https://images.gr-assets.com/books/1327962165m/37743.jpg
2788,22609391,1476728747,David McCullough,2015,The Wright Brothers,4.16,35786,https://images.gr-assets.com/books/1430942575m/22609391.jpg
2789,31231,752858556,Robert Ludlum,1979,The Matarese Circle,4.03,32016,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2790,3147367,1400063256,Jon Meacham,2008,American Lion: Andrew Jackson In The White House,3.76,32564,https://images.gr-assets.com/books/1320480904m/3147367.jpg
2791,15842230,446573051,David Baldacci,2012,The Forgotten,4.07,27953,https://images.gr-assets.com/books/1350923777m/15842230.jpg
2792,16065004,765378558,Brandon Sanderson,2015,Shadows Of Self,4.3,32170,https://images.gr-assets.com/books/1435053013m/16065004.jpg
2793,17262155,345807952,Helen Fielding,2013,Mad About The Boy,3.32,30713,https://images.gr-assets.com/books/1374883586m/17262155.jpg
2794,30633,6280897,C.S. Lewis,1960,The Four Loves,4.16,29684,https://images.gr-assets.com/books/1276287504m/30633.jpg
2795,20639274,,Mia Sheridan,2014,Archer'S Voice,4.45,53131,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2796,11010251,042524413X,Alyson Richman,2011,The Lost Wife,4.2,33427,https://images.gr-assets.com/books/1394994929m/11010251.jpg
2797,10505,847826465,"Umberto Eco, Girolamo De Michele, Alastair McEwen",2004,Storia Della Bellezza,3.77,33893,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2798,18765,067972477X,Robert Graves,1934,"I, Claudius",4.27,38484,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2799,13326831,547959109,Joelle Charbonneau,2013,The Testing,4.05,38142,https://images.gr-assets.com/books/1363452191m/13326831.jpg
2800,17908462,345542886,Janet Evanovich,2013,Takedown Twenty,3.75,36002,https://images.gr-assets.com/books/1373758461m/17908462.jpg
2801,13628209,1469984016,Kirsty Moseley,2011,The Boy Who Sneaks In My Bedroom Window,3.95,50929,https://images.gr-assets.com/books/1398682775m/13628209.jpg
2802,13829,037581468X,Tamora Pierce,2006,Terrier,4.16,48028,https://images.gr-assets.com/books/1398029898m/13829.jpg
2803,8788554,312662750,Darynda Jones,2011,First Grave On The Right,4.07,50689,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2804,18039963,1451651694,"Amanda Lindhout, Sara Corbett",2013,A House In The Sky,4.2,29369,https://images.gr-assets.com/books/1370379455m/18039963.jpg
2805,9615347,1596437138,Vera Brosgol,2011,Anya'S Ghost,3.88,39477,https://images.gr-assets.com/books/1316739317m/9615347.jpg
2806,9912,067978148X,Bret Easton Ellis,1987,The Rules Of Attraction,3.71,29456,https://images.gr-assets.com/books/1468426907m/9912.jpg
2807,30262,60572973,Kim Harrison,2005,"The Good, The Bad, And The Undead",4.26,49321,https://images.gr-assets.com/books/1391023304m/30262.jpg
2808,66693,786942460,R.A. Salvatore,1988,The Crystal Shard,4.13,32300,https://images.gr-assets.com/books/1331146192m/66693.jpg
2809,44597,140274219,Jean Rhys,1966,Wide Sargasso Sea,3.56,21053,https://images.gr-assets.com/books/1327870846m/44597.jpg
2810,16286,316296198,John Fowles,1965,The Magus,4.04,32914,https://images.gr-assets.com/books/1441323311m/16286.jpg
2811,189811,552148032,David Eddings,1988,King Of The Murgos,4.1,40098,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2812,402014,60288132,Louise Rennison,2000,"It'S Ok, I'M Wearing Really Big Knickers! (Confessions Of Georgia Nicolson, #2)",3.96,39114,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2813,20821614,1476785597,Caroline Kepnes,2014,You,3.83,36383,https://images.gr-assets.com/books/1411958102m/20821614.jpg
2814,13618440,316134074,Laini Taylor,2014,Dreams Of Gods & Monsters,4.23,47315,https://images.gr-assets.com/books/1461353810m/13618440.jpg
2815,1205297,385525001,John Grisham,2007,Playing For Pizza,3.41,34577,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2816,9284655,1402784031,Colleen Houck,2011,Tiger'S Curse,4.07,46077,https://images.gr-assets.com/books/1327878915m/9284655.jpg
2817,105,441102670,Frank Herbert,1985,Chapterhouse: Dune,3.89,34822,https://images.gr-assets.com/books/1260954505m/105.jpg
2818,20821284,399252517,Jacqueline Woodson,2014,Brown Girl Dreaming,4.11,33779,https://images.gr-assets.com/books/1424308405m/20821284.jpg
2819,7094569,316081051,Mira Grant,2010,Feed,3.86,38956,https://images.gr-assets.com/books/1408500437m/7094569.jpg
2820,3476,142000205,Gwyn Hyman Rubio,1998,Icy Sparks,3.68,34128,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2821,77394,553213180,L.M. Montgomery,1917,Rainbow Valley,4.12,57062,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2822,75024,345476166,Steve Berry,2006,The Templar Legacy,3.81,35804,https://images.gr-assets.com/books/1413393638m/75024.jpg
2823,89165,449000656,Sue Grafton,1993,J Is For Judgment (Kinsey Millhone #10),4.01,39214,https://images.gr-assets.com/books/1315138239m/89165.jpg
2824,4836308,1401340903,Katherine Howe,2009,The Physick Book Of Deliverance Dane,3.7,41284,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2825,55401,765310023,Steven Erikson,2000,Deadhouse Gates,4.25,34042,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2826,17983690,1743342373,Kylie Scott,2013,Lick,4.15,54585,https://images.gr-assets.com/books/1421855031m/17983690.jpg
2827,78982,312997132,Jeffrey Archer,1976,"Not A Penny More, Not A Penny Less",4.0,28853,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2828,2315892,575082453,Joe Abercrombie,2009,Best Served Cold,4.16,36268,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2829,18635113,62309668,Emma Healey,2014,Elizabeth Is Missing,3.7,26931,https://images.gr-assets.com/books/1388883559m/18635113.jpg
2830,154424,1416505016,Vince Flynn,2005,Consent To Kill,4.36,30675,https://images.gr-assets.com/books/1403880384m/154424.jpg
2831,8171378,679444327,Isabel Wilkerson,2010,The Warmth Of Other Suns: The Epic Story Of America'S Great Migration ,4.31,31308,https://images.gr-assets.com/books/1433354252m/8171378.jpg
2832,20706317,316399620,Claire North,2014,The First Fifteen Lives Of Harry August,4.04,22327,https://images.gr-assets.com/books/1407712314m/20706317.jpg
2833,13623012,62206281,Carlos Ruiz Zafón,2011,El Prisionero Del Cielo,3.96,27987,https://images.gr-assets.com/books/1335994402m/13623012.jpg
2834,11366,345476093,"Barbara W. Tuchman, Robert K. Massie",1962,The Guns Of August,4.18,35147,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2835,937249,671047345,Vince Flynn,2001,Separation Of Power,4.32,30081,https://images.gr-assets.com/books/1314830847m/937249.jpg
2836,71865,439829100,John Marsden,1993,"Tomorrow, When The War Began",4.05,36501,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2837,6514074,1599951495,"Robert M. Edsel, Bret Witter",2009,"Monuments Men: Allied Heroes, Nazi Thieves And The Greatest Treasure Hunt In History ",3.75,30583,https://images.gr-assets.com/books/1344270659m/6514074.jpg
2838,18140047,374346674,Ava Dellaira,2014,Love Letters To The Dead,3.82,38701,https://images.gr-assets.com/books/1497096111m/18140047.jpg
2839,10776793,,Helen Bryan,2007,War Brides,3.75,16565,https://images.gr-assets.com/books/1341794666m/10776793.jpg
2840,27071490,1101947136,Yaa Gyasi,2016,Homegoing,4.41,41524,https://images.gr-assets.com/books/1448108591m/27071490.jpg
2841,7237456,393068471,Mary Roach,2010,Packing For Mars: The Curious Science Of Life In The Void ,3.93,35724,https://images.gr-assets.com/books/1290480157m/7237456.jpg
2842,3410425,446195502,David Baldacci,2008,Divine Justice,4.17,35071,https://images.gr-assets.com/books/1336266873m/3410425.jpg
2843,3918010,785132619,"Mark Millar, John Romita Jr., Rob Liefeld",2010,Kick-Ass,4.04,30688,https://images.gr-assets.com/books/1343964935m/3918010.jpg
2844,408615,1401908977,"Immaculée Ilibagiza, Steve Erwin",2006,Left To Tell: Discovering God Amidst The Rwandan Holocaust,4.43,30270,https://images.gr-assets.com/books/1328860563m/408615.jpg
2845,6686101,61449121,Michael  Grant,2011,Plague,4.18,38819,https://images.gr-assets.com/books/1277829926m/6686101.jpg
2846,5344,321107217,Charles Dickens,1854,Hard Times: For These Times,3.5,34675,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2847,16033842,2877068161,Joël Dicker,2011,La Vérité Sur L'Affaire Harry Quebert,3.94,14610,https://images.gr-assets.com/books/1347987605m/16033842.jpg
2848,3722183,316176532,Kate Atkinson,2015,A God In Ruins,3.92,26604,https://images.gr-assets.com/books/1451442002m/3722183.jpg
2849,6681454,052595158X,Harlan Coben,2010,Caught,3.98,34168,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2850,46202,373802498,Maria V. Snyder,2006,Magic Study,4.06,48234,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2851,667985,1931514925,"CLAMP, Shirley Kubo",2001,ちょびっツ #1,4.05,34149,https://images.gr-assets.com/books/1487723428m/667985.jpg
2852,57891,156931778X,"Koushun Takami, Yuji Oniki",1999,バトル・ロワイアル,4.24,35641,https://images.gr-assets.com/books/1331235272m/57891.jpg
2853,5126859,553807218,Sarah Addison Allen,2010,The Girl Who Chased The Moon,3.97,41049,https://images.gr-assets.com/books/1320483463m/5126859.jpg
2854,107301,1842323008,Nevil Shute,1950,A Town Like Alice,4.12,36007,https://images.gr-assets.com/books/1327957610m/107301.jpg
2855,18667945,039916927X,Sophia Amoruso,2014,#Girlboss,3.71,40090,https://images.gr-assets.com/books/1390931472m/18667945.jpg
2856,2485785,778325318,Diane Chamberlain,2006,The Secret Life Of Ceecee Wilkes,4.09,32490,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2857,188230,445406518,Elizabeth Peters,1975,Crocodile On The Sandbank,4.02,44395,https://images.gr-assets.com/books/1306096774m/188230.jpg
2858,6070950,425230074,Nora Roberts,2009,Bed Of Roses,4.11,45089,https://images.gr-assets.com/books/1316972420m/6070950.jpg
2859,19670,425147584,Tom Clancy,1994,Debt Of Honor,4.03,34952,https://images.gr-assets.com/books/1310086695m/19670.jpg
2860,17343,156904365,C.S. Lewis,1956,Till We Have Faces,4.19,36758,https://images.gr-assets.com/books/1381692105m/17343.jpg
2861,224500,142406120,Anthony Horowitz,2001,Point Blanc,4.1,39296,https://images.gr-assets.com/books/1375494413m/224500.jpg
2862,15676,425181111,Dean Koontz,1986,Strangers,3.98,34661,https://images.gr-assets.com/books/1308458895m/15676.jpg
2863,93794,451209338,Daniel Silva,2000,The Kill Artist,4.0,31579,https://images.gr-assets.com/books/1391616227m/93794.jpg
2864,490867,1844280594,Mo Willems,2004,Knuffle Bunny:  A Cautionary Tale,4.26,37886,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2865,47558,747541604,Edward Gorey,1963,The Gashlycrumb Tinies,4.23,37054,https://images.gr-assets.com/books/1327933644m/47558.jpg
2866,13147230,62067753,"Terry Pratchett, Stephen Baxter",2012,The Long Earth,3.74,32313,https://images.gr-assets.com/books/1335532694m/13147230.jpg
2867,1319,446691437,"Steven Pressfield, Robert McKee",2002,The War Of Art: Break Through The Blocks And Win Your Inner Creative Battles,4.07,31399,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2868,13223520,,Abbi Glines,2004,"Existence (Existence Trilogy, #1)",3.95,51368,https://images.gr-assets.com/books/1327184429m/13223520.jpg
